cycle_index,time,angle_before,angle_after,angle_before_after_delta,previous_cycle_angle,angle_delta_vs_previous_cycle,signal_on_time_used_ms,signal_on_time_next_ms,signal_time_adjust_action,angle_before_center,angle_after_center,raw_original_peak,raw_peak,fit_peak,run_session_name,spectrum_filename,labview_csv_path,spectrum_csv_path
11,2026-06-10 00:49:42,163.74196397612096,,,,81.98604132402662,,,,,,2286.0,1228.0,1228.0,20260610_003451,cycle_0011_004931_021_spectrum.csv,labview_csv_output\measure_011_20260610_004942.csv,measurement_output\save\06.10\20260610_003451\cycle_0011_004931_021_spectrum.csv
12,2026-06-10 00:50:08,96.72776304689147,,,,67.01420092922949,,,,,,1141.0,1113.0,1113.0,20260610_003451,cycle_0012_004956_324_spectrum.csv,labview_csv_output\measure_012_20260610_005007.csv,measurement_output\save\06.10\20260610_003451\cycle_0012_004956_324_spectrum.csv
13,2026-06-10 00:50:33,18.252536189242125,,,,78.47522685764935,,,,,,1136.0,1115.0,1115.0,20260610_003451,cycle_0013_005022_086_spectrum.csv,labview_csv_output\measure_013_20260610_005033.csv,measurement_output\save\06.10\20260610_003451\cycle_0013_005022_086_spectrum.csv
1,2026-06-10 00:54:53,73.65795280266038,,,,,,,,,,2481.0,1193.0,1193.0,20260610_005421,cycle_0001_005441_854_spectrum.csv,labview_csv_output\measure_001_20260610_005453.csv,measurement_output\save\06.10\20260610_005421\cycle_0001_005441_854_spectrum.csv
2,2026-06-10 00:57:49,65.55878897639373,,,,8.099163826266647,,,,,,10802.0,1157.0,1157.0,20260610_005421,cycle_0002_005737_910_spectrum.csv,labview_csv_output\measure_002_20260610_005749.csv,measurement_output\save\06.10\20260610_005421\cycle_0002_005737_910_spectrum.csv
3,2026-06-10 00:59:03,60.38162041691088,,,,5.177168559482851,,,,,,1146.0,1117.0,1117.0,20260610_005421,cycle_0003_005851_767_spectrum.csv,labview_csv_output\measure_003_20260610_005903.csv,measurement_output\save\06.10\20260610_005421\cycle_0003_005851_767_spectrum.csv
4,2026-06-10 01:00:35,56.069556266072894,,,,4.312064150837983,,,,,,1150.0,1116.0,1116.0,20260610_005421,cycle_0004_010023_056_spectrum.csv,labview_csv_output\measure_004_20260610_010034.csv,measurement_output\save\06.10\20260610_005421\cycle_0004_010023_056_spectrum.csv
5,2026-06-10 01:02:50,0.08495157612611894,,,,55.98460468994678,,,,,,11467.0,1114.0,1114.0,20260610_005421,cycle_0005_010238_777_spectrum.csv,labview_csv_output\measure_005_20260610_010250.csv,measurement_output\save\06.10\20260610_005421\cycle_0005_010238_777_spectrum.csv
1,2026-06-10 16:15:49,10.304846468766016,,,,,,,,,,1110000.0,1109.0,1109.0,20260610_161535,cycle_0001_161537_531_spectrum.csv,labview_csv_output\measure_001_20260610_161549.csv,measurement_output\save\06.10\20260610_161535\cycle_0001_161537_531_spectrum.csv
1,2026-06-10 16:35:03,8.426969021480673,,,,,,,,,,1000.0,1000.0,1000.0,20260610_163459,cycle_0001_163502_240_spectrum.csv,,measurement_output\save\06.10\20260610_163459\cycle_0001_163502_240_spectrum.csv
2,2026-06-10 16:35:34,9.039482803355128,,,,0.6125137818744548,,,,,,1000.0,1000.0,1000.0,20260610_163459,cycle_0002_163532_642_spectrum.csv,,measurement_output\save\06.10\20260610_163459\cycle_0002_163532_642_spectrum.csv
1,2026-06-10 16:57:33,13.091893064346863,,,,,,,,,,1000.0,1000.0,1000.0,20260610_165729,cycle_0001_165731_927_spectrum.csv,,measurement_output\save\06.10\20260610_165729\cycle_0001_165731_927_spectrum.csv
2,2026-06-10 16:58:34,15.255118703057775,,,,2.1632256387109123,,,,,,1000.0,1000.0,1000.0,20260610_165729,cycle_0002_165832_601_spectrum.csv,,measurement_output\save\06.10\20260610_165729\cycle_0002_165832_601_spectrum.csv
3,2026-06-10 16:58:40,8.746162262555202,,,,6.508956440502573,,,,,,1000.0,1000.0,1000.0,20260610_165729,cycle_0003_165839_248_spectrum.csv,,measurement_output\save\06.10\20260610_165729\cycle_0003_165839_248_spectrum.csv
4,2026-06-10 16:58:57,14.743562836470716,,,,5.997400573915513,,,,,,1000.0,1000.0,1000.0,20260610_165729,cycle_0004_165855_991_spectrum.csv,,measurement_output\save\06.10\20260610_165729\cycle_0004_165855_991_spectrum.csv
5,2026-06-10 16:59:04,19.179008025810703,,,,4.435445189339987,,,,,,1000.0,1000.0,1000.0,20260610_165729,cycle_0005_165902_627_spectrum.csv,,measurement_output\save\06.10\20260610_165729\cycle_0005_165902_627_spectrum.csv
1,2026-06-10 17:02:13,20.556045219583467,,,,,,,,,,1000.0,1000.0,1000.0,20260610_170209,cycle_0001_170211_659_spectrum.csv,,measurement_output\save\06.10\20260610_170209\cycle_0001_170211_659_spectrum.csv
2,2026-06-10 17:02:27,30.96375653207352,,,,10.407711312490054,,,,,,1000.0,1000.0,1000.0,20260610_170209,cycle_0002_170225_485_spectrum.csv,,measurement_output\save\06.10\20260610_170209\cycle_0002_170225_485_spectrum.csv
3,2026-06-10 17:02:41,30.068582821862453,,,,0.8951737102110684,,,,,,1000.0,1000.0,1000.0,20260610_170209,cycle_0003_170239_617_spectrum.csv,,measurement_output\save\06.10\20260610_170209\cycle_0003_170239_617_spectrum.csv
4,2026-06-10 17:02:48,18.434948822921996,,,,11.633633998940457,,,,,,1000.0,1000.0,1000.0,20260610_170209,cycle_0004_170246_181_spectrum.csv,,measurement_output\save\06.10\20260610_170209\cycle_0004_170246_181_spectrum.csv
1,2026-06-10 17:27:24,16.69924423399362,,,,,,,,,,1000.0,1000.0,1000.0,20260610_172720,cycle_0001_172723_243_spectrum.csv,,measurement_output\save\06.10\20260610_172720\cycle_0001_172723_243_spectrum.csv
1,2026-06-10 17:36:45,105.39881974771339,,,,,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0001_173643_976_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0001_173643_976_spectrum.csv
2,2026-06-10 17:38:58,104.59917515251205,,,,0.7996445952013431,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0002_173856_366_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0002_173856_366_spectrum.csv
3,2026-06-10 17:39:42,104.2952056797456,,,,0.3039694727664397,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0003_173940_776_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0003_173940_776_spectrum.csv
4,2026-06-10 17:39:49,112.4794343971031,,,,8.184228717357499,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0004_173947_374_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0004_173947_374_spectrum.csv
5,2026-06-10 17:40:05,90.0,,,,22.479434397103105,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0005_174004_116_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0005_174004_116_spectrum.csv
6,2026-06-10 17:40:12,115.08359400619092,,,,25.08359400619092,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0006_174010_781_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0006_174010_781_spectrum.csv
7,2026-06-10 17:40:18,103.84620841182652,,,,11.237385594364397,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0007_174017_178_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0007_174017_178_spectrum.csv
8,2026-06-10 17:40:25,100.37584492005105,,,,3.4703634917754727,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0008_174023_627_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0008_174023_627_spectrum.csv
9,2026-06-10 17:40:39,99.2726017772003,,,,1.1032431428507579,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0009_174038_245_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0009_174038_245_spectrum.csv
10,2026-06-10 17:40:47,98.13010235415597,,,,1.1424994230443275,,,,,,1000.0,1000.0,1000.0,20260610_173641,cycle_0010_174045_440_spectrum.csv,,measurement_output\save\06.10\20260610_173641\cycle_0010_174045_440_spectrum.csv
1,2026-06-10 17:51:15,25.641005824305296,,,,,,,,,,1000.0,1000.0,1000.0,20260610_175111,cycle_0001_175113_722_spectrum.csv,,measurement_output\save\06.10\20260610_175111\cycle_0001_175113_722_spectrum.csv
2,2026-06-10 17:51:21,21.501434324047892,,,,4.139571500257404,,,,,,1000.0,1000.0,1000.0,20260610_175111,cycle_0002_175120_168_spectrum.csv,,measurement_output\save\06.10\20260610_175111\cycle_0002_175120_168_spectrum.csv
3,2026-06-10 17:52:05,23.198590513648185,,,,1.6971561896002925,,,,,,1000.0,1000.0,1000.0,20260610_175111,cycle_0003_175203_395_spectrum.csv,,measurement_output\save\06.10\20260610_175111\cycle_0003_175203_395_spectrum.csv
1,2026-06-10 17:56:33,126.82380290155444,,,,,,,,,,1000.0,1000.0,1000.0,20260610_175629,cycle_0001_175631_582_spectrum.csv,,measurement_output\save\06.10\20260610_175629\cycle_0001_175631_582_spectrum.csv
2,2026-06-10 17:57:11,0.0,,,,53.176197098445556,,,,,,1000.0,1000.0,1000.0,20260610_175629,cycle_0002_175709_288_spectrum.csv,,measurement_output\save\06.10\20260610_175629\cycle_0002_175709_288_spectrum.csv
3,2026-06-10 17:57:17,126.38435181583588,,,,53.615648184164115,,,,,,1000.0,1000.0,1000.0,20260610_175629,cycle_0003_175715_710_spectrum.csv,,measurement_output\save\06.10\20260610_175629\cycle_0003_175715_710_spectrum.csv
4,2026-06-10 17:57:32,5.710593137499642,,,,59.32624132166376,,,,,,1000.0,1000.0,1000.0,20260610_175629,cycle_0004_175731_149_spectrum.csv,,measurement_output\save\06.10\20260610_175629\cycle_0004_175731_149_spectrum.csv
5,2026-06-10 17:57:39,0.0,,,,5.710593137499642,,,,,,1000.0,1000.0,1000.0,20260610_175629,cycle_0005_175737_624_spectrum.csv,,measurement_output\save\06.10\20260610_175629\cycle_0005_175737_624_spectrum.csv
1,2026-06-10 17:59:38,125.61501506976609,,,,,,,,,,1000.0,1000.0,1000.0,20260610_175932,cycle_0001_175936_812_spectrum.csv,,measurement_output\save\06.10\20260610_175932\cycle_0001_175936_812_spectrum.csv
1,2026-06-10 17:59:59,126.40618293671238,,,,,,,,,,1000.0,1000.0,1000.0,20260610_175955,cycle_0001_175957_973_spectrum.csv,,measurement_output\save\06.10\20260610_175955\cycle_0001_175957_973_spectrum.csv
1,2026-06-10 18:03:09,134.83197766783357,,,,,,,,,,1000.0,1000.0,1000.0,20260610_180305,cycle_0001_180308_128_spectrum.csv,,measurement_output\save\06.10\20260610_180305\cycle_0001_180308_128_spectrum.csv
1,2026-06-10 18:06:01,133.90251394661948,,,,,,,,,,1000.0,1000.0,1000.0,20260610_180557,cycle_0001_180559_367_spectrum.csv,,measurement_output\save\06.10\20260610_180557\cycle_0001_180559_367_spectrum.csv
1,2026-06-10 18:16:23,134.3219750892487,,,,,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0001_181621_535_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0001_181621_535_spectrum.csv
2,2026-06-10 18:16:52,134.66688875607863,,,,0.34491366682993885,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0002_181650_836_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0002_181650_836_spectrum.csv
3,2026-06-10 18:18:41,133.50241226098248,,,,1.164476495096153,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0003_181839_397_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0003_181839_397_spectrum.csv
4,2026-06-10 18:18:47,167.0053832080835,,,,33.502970947101005,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0004_181845_920_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0004_181845_920_spectrum.csv
5,2026-06-10 18:18:54,144.46232220802563,,,,22.54306100005786,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0005_181852_612_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0005_181852_612_spectrum.csv
6,2026-06-10 18:19:00,134.16968451374197,,,,10.292637694283655,,,,,,1000.0,1000.0,1000.0,20260610_181619,cycle_0006_181859_259_spectrum.csv,,measurement_output\save\06.10\20260610_181619\cycle_0006_181859_259_spectrum.csv
1,2026-06-10 18:33:59,133.91458377407554,,,,,,,,,,1000.0,1000.0,1000.0,20260610_183353,cycle_0001_183357_456_spectrum.csv,,measurement_output\save\06.10\20260610_183353\cycle_0001_183357_456_spectrum.csv
2,2026-06-10 18:36:43,140.38469574804344,,,,6.470111973967903,,,,,,1000.0,1000.0,1000.0,20260610_183353,cycle_0002_183641_517_spectrum.csv,,measurement_output\save\06.10\20260610_183353\cycle_0002_183641_517_spectrum.csv
3,2026-06-10 18:38:07,143.68081028017565,,,,3.296114532132208,,,,,,1000.0,1000.0,1000.0,20260610_183353,cycle_0003_183805_533_spectrum.csv,,measurement_output\save\06.10\20260610_183353\cycle_0003_183805_533_spectrum.csv
1,2026-06-10 18:50:52,145.38426024377486,,,,,,,,,,1000.0,1000.0,1000.0,20260610_185047,cycle_0001_185050_625_spectrum.csv,,measurement_output\save\06.10\20260610_185047\cycle_0001_185050_625_spectrum.csv
1,2026-06-10 19:02:56,145.3427747497689,,,,,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0001_190255_173_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0001_190255_173_spectrum.csv
2,2026-06-10 19:06:06,150.05952524498855,,,,4.716750495219657,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0002_190604_097_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0002_190604_097_spectrum.csv
3,2026-06-10 19:06:51,158.36771575356187,,,,8.308190508573318,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0003_190650_174_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0003_190650_174_spectrum.csv
4,2026-06-10 19:10:26,167.10452382909511,,,,8.736808075533247,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0004_191024_398_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0004_191024_398_spectrum.csv
5,2026-06-10 19:11:25,174.20323294359747,,,,7.0987091145023555,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0005_191123_874_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0005_191123_874_spectrum.csv
6,2026-06-10 19:13:02,176.91422406568086,,,,2.710991122083385,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0006_191300_869_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0006_191300_869_spectrum.csv
7,2026-06-10 19:13:26,2.259044622344349,,,,5.344820556663507,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0007_191324_435_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0007_191324_435_spectrum.csv
8,2026-06-10 19:13:45,129.3097650950029,,,,52.94927952734146,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0008_191343_320_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0008_191343_320_spectrum.csv
9,2026-06-10 19:15:27,6.918205963378122,,,,57.60844086837524,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0009_191524_916_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0009_191524_916_spectrum.csv
10,2026-06-10 19:16:00,128.21222006019042,,,,58.70598590318771,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0010_191558_482_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0010_191558_482_spectrum.csv
11,2026-06-10 19:16:49,128.2412667592729,,,,0.02904669908247115,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0011_191647_793_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0011_191647_793_spectrum.csv
12,2026-06-10 19:17:20,128.65036227685965,,,,0.40909551758676344,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0012_191718_888_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0012_191718_888_spectrum.csv
13,2026-06-10 19:19:41,131.41470485603395,,,,2.764342579174297,,,,,,1000.0,1000.0,1000.0,20260610_190251,cycle_0013_191939_468_spectrum.csv,,measurement_output\save\06.10\20260610_190251\cycle_0013_191939_468_spectrum.csv
1,2026-06-10 19:31:53,40.22050008119466,,,,,,,,"[340.09544700023713, 396.47035807446053]",,1000.0,1000.0,1000.0,20260610_193147,cycle_0001_193151_984_spectrum.csv,,measurement_output\save\06.10\20260610_193147\cycle_0001_193151_984_spectrum.csv
1,2026-06-10 19:54:20,44.14490260373328,,,,,,,,"[349.5931856489285, 387.0359980736817]",,1000.0,1000.0,1000.0,20260610_195412,cycle_0001_195418_828_spectrum.csv,,measurement_output\save\06.10\20260610_195412\cycle_0001_195418_828_spectrum.csv
1,2026-06-10 20:01:27,48.48327146899767,,,,,,,,"[347.8808002892612, 361.4590815957575]",,1000.0,1000.0,1000.0,20260610_200121,cycle_0001_200126_102_spectrum.csv,,measurement_output\save\06.10\20260610_200121\cycle_0001_200126_102_spectrum.csv
2,2026-06-10 20:04:05,47.8209885935155,,,,0.6622828754821697,,,,"[334.04345300336934, 304.7368421052632]",,1000.0,1000.0,1000.0,20260610_200121,cycle_0002_200403_835_spectrum.csv,,measurement_output\save\06.10\20260610_200121\cycle_0002_200403_835_spectrum.csv
3,2026-06-10 20:05:21,54.46232220802562,,,,6.641333614510117,,,,"[339.17194625909036, 294.1173425366695]",,1000.0,1000.0,1000.0,20260610_200121,cycle_0003_200519_151_spectrum.csv,,measurement_output\save\06.10\20260610_200121\cycle_0003_200519_151_spectrum.csv
1,2026-06-10 20:53:12,18.845664221687084,,,,,,,,"[368.3078832289327, 499.1934759484694]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0001_205310_579_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0001_205310_579_spectrum.csv
2,2026-06-10 20:54:40,19.152389779403745,,,,0.30672555771666055,,,,"[389.0296425457716, 486.644663096276]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0002_205439_066_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0002_205439_066_spectrum.csv
3,2026-06-10 20:54:55,34.28687697720896,,,,15.134487197805218,,,,"[387.45779428717816, 475.0274112975535]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0003_205453_797_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0003_205453_797_spectrum.csv
4,2026-06-10 20:55:10,4.085616779974877,,,,30.201260197234085,,,,"[388.30963900260514, 473.1331100359757]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0004_205508_557_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0004_205508_557_spectrum.csv
5,2026-06-10 20:55:31,28.61045966596522,,,,24.524842885990342,,,,"[393.22649203014953, 460.43506734214753]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0005_205529_990_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0005_205529_990_spectrum.csv
6,2026-06-10 20:55:45,76.7594800848128,,,,48.14902041884757,,,,"[394.6335958005249, 450.20839895013125]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0006_205544_146_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0006_205544_146_spectrum.csv
7,2026-06-10 20:56:00,71.56505117707799,,,,5.194428907734803,,,,"[392.1871687587169, 440.91059972105995]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0007_205558_344_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0007_205558_344_spectrum.csv
8,2026-06-10 20:56:14,61.92751306414704,,,,9.637538112930947,,,,"[391.9751615218952, 441.7020818377602]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0008_205612_317_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0008_205612_317_spectrum.csv
9,2026-06-10 20:56:28,104.03624346792648,,,,42.10873040377944,,,,"[395.7716280874176, 438.7237811974654]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0009_205626_344_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0009_205626_344_spectrum.csv
10,2026-06-10 20:56:42,14.036243467926479,,,,90.0,,,,"[399.59557622219427, 426.4360940052784]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0010_205640_485_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0010_205640_485_spectrum.csv
11,2026-06-10 20:56:56,30.5406048496815,,,,16.50436138175502,,,,"[401.37974355653415, 427.21836549669734]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0011_205654_458_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0011_205654_458_spectrum.csv
12,2026-06-10 20:57:10,27.95096902789018,,,,2.589635821791319,,,,"[405.2129223626515, 430.0332731493423]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0012_205708_384_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0012_205708_384_spectrum.csv
13,2026-06-10 20:57:25,38.65980825409009,,,,10.708839226199906,,,,"[406.6381448412698, 419.32924107142856]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0013_205723_208_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0013_205723_208_spectrum.csv
14,2026-06-10 20:57:39,19.573125830410195,,,,19.086682423679893,,,,"[409.15616369570677, 421.0587496861662]",,1000.0,1000.0,1000.0,20260610_205301,cycle_0014_205737_274_spectrum.csv,,measurement_output\save\06.10\20260610_205301\cycle_0014_205737_274_spectrum.csv
1,2026-06-10 21:20:46,37.609590790712296,32.9052429229879,,,,,,,"[409.1510447761194, 442.1586865671642]",,1000.0,1000.0,1000.0,20260610_212021,cycle_0001_212025_856_spectrum.csv,,measurement_output\save\06.10\20260610_212021\cycle_0001_212025_856_spectrum.csv
2,2026-06-10 21:21:15,36.7998539405012,47.290610042638534,,,0.8097368502110953,,,,"[408.89374332185685, 422.58102813724327]",,1000.0,1000.0,1000.0,20260610_212021,cycle_0002_212047_438_spectrum.csv,,measurement_output\save\06.10\20260610_212021\cycle_0002_212047_438_spectrum.csv
3,2026-06-10 21:21:30,33.11134196037203,38.04704253182609,,,3.688511980129171,,,,"[411.27272727272725, 398.67879645107365]",,1000.0,1000.0,1000.0,20260610_212021,cycle_0003_212116_864_spectrum.csv,,measurement_output\save\06.10\20260610_212021\cycle_0003_212116_864_spectrum.csv
4,2026-06-10 21:21:44,90.0,80.1806993612421,,,56.88865803962797,,,,"[413.04227278378715, 386.0089518836255]",,1000.0,1000.0,1000.0,20260610_212021,cycle_0004_212131_169_spectrum.csv,,measurement_output\save\06.10\20260610_212021\cycle_0004_212131_169_spectrum.csv
1,2026-06-10 21:50:20,40.60129464500447,40.32583628886923,,,,,,,"[413.42018284106894, 420.576066572902]",,1000.0,1000.0,1000.0,20260610_214947,cycle_0001_214952_379_spectrum.csv,,measurement_output\save\06.10\20260610_214947\cycle_0001_214952_379_spectrum.csv
2,2026-06-10 21:50:34,40.43335439460138,45.0,,,0.1679402504030918,,,,"[404.48257372654155, 392.5350440444274]",,1000.0,1000.0,1000.0,20260610_214947,cycle_0002_215021_470_spectrum.csv,,measurement_output\save\06.10\20260610_214947\cycle_0002_215021_470_spectrum.csv
3,2026-06-10 21:50:48,51.34019174590991,51.70983680775693,,,10.906837351308532,,,,"[406.52665192827317, 388.0082289363793]",,1000.0,1000.0,1000.0,20260610_214947,cycle_0003_215035_489_spectrum.csv,,measurement_output\save\06.10\20260610_214947\cycle_0003_215035_489_spectrum.csv
